Detailed Resource Usage
Module Name,Fabric 4LUT,Fabric DFF,Interface 4LUT,Interface DFF,Single-Ended I/O,Differential I/O Pairs,I/O Register,uSRAM 1K,LSRAM 18K,PLLs and CCCs,Chip Globals,Row Global,SERDESIF Blocks,SERDESIF Lanes,EPCS,HPMS,10/100/1000 Ethernet,RCOSC_50MHZ
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b7_1LbcgKG/Primitives,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b7_1LbcgKI/Primitives,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b7_1LbcgKJ/Primitives,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b7_1LbcgKb/Primitives,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b7_1LbcgKe/Primitives,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b7_1LbcgKo/Primitives,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b7_1LbcgKw/Primitives,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b7_1LbcgKx/Primitives,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b8_1LbcgKGI/Primitives,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b8_1LbcgKGR/Primitives,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b8_1LbcgKGS/Primitives,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b8_1LbcgKGq/Primitives,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ident_coreinst/IICE_INST/b5_nUTGT/Primitives,89,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/Primitives,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/Primitives,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/Primitives,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ident_coreinst/IICE_INST/b8_uKr_IFLY/Primitives,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ident_coreinst/comm_block_INST/Primitives,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ident_coreinst/comm_block_INST/b7_Rcmi_ql/Primitives,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ident_coreinst/comm_block_INST/b9_ORb_xNywD/Primitives,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ident_coreinst/comm_block_INST/jtagi/Primitives,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
rod_sniffer_instance/Primitives,192,179,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
rod_sniffer_instance/srof_fifo_instance/srof_fifo_0/L1.fifo_corefifo_sync_scntr/Primitives,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod_sniffer_instance/srof_fifo_instance/srof_fifo_0/Primitives,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod_sniffer_instance/srof_fifo_instance/srof_fifo_0/RW1.UI_ram_wrapper_1/L3_syncnonpipe/Primitives,0,0,72,72,0,0,0,0,2,0,0,0,0,0,0,0,0,0
vme_int_instance/Primitives,2474,1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vme_int_instance/bus_extender_instance/Primitives,36,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vme_int_instance/int_sram_instance/int_sram_0/Primitives,1,0,2376,2376,0,0,0,0,66,0,0,0,0,0,0,0,0,0
vme_int_instance/int_sram_instance/int_sram_0/\\OR2_RD[0]\/Primitives,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vme_int_instance/int_sram_instance/int_sram_0/\\OR2_RD[10]\/Primitives,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vme_int_instance/int_sram_instance/int_sram_0/\\OR2_RD[11]\/Primitives,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vme_int_instance/int_sram_instance/int_sram_0/\\OR2_RD[12]\/Primitives,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vme_int_instance/int_sram_instance/int_sram_0/\\OR2_RD[13]\/Primitives,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vme_int_instance/int_sram_instance/int_sram_0/\\OR2_RD[14]\/Primitives,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vme_int_instance/int_sram_instance/int_sram_0/\\OR2_RD[15]\/Primitives,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vme_int_instance/int_sram_instance/int_sram_0/\\OR2_RD[16]\/Primitives,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vme_int_instance/int_sram_instance/int_sram_0/\\OR2_RD[17]\/Primitives,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vme_int_instance/int_sram_instance/int_sram_0/\\OR2_RD[18]\/Primitives,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vme_int_instance/int_sram_instance/int_sram_0/\\OR2_RD[19]\/Primitives,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vme_int_instance/int_sram_instance/int_sram_0/\\OR2_RD[1]\/Primitives,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vme_int_instance/int_sram_instance/int_sram_0/\\OR2_RD[20]\/Primitives,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vme_int_instance/int_sram_instance/int_sram_0/\\OR2_RD[21]\/Primitives,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vme_int_instance/int_sram_instance/int_sram_0/\\OR2_RD[22]\/Primitives,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vme_int_instance/int_sram_instance/int_sram_0/\\OR2_RD[23]\/Primitives,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vme_int_instance/int_sram_instance/int_sram_0/\\OR2_RD[24]\/Primitives,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vme_int_instance/int_sram_instance/int_sram_0/\\OR2_RD[25]\/Primitives,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vme_int_instance/int_sram_instance/int_sram_0/\\OR2_RD[26]\/Primitives,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vme_int_instance/int_sram_instance/int_sram_0/\\OR2_RD[27]\/Primitives,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vme_int_instance/int_sram_instance/int_sram_0/\\OR2_RD[28]\/Primitives,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vme_int_instance/int_sram_instance/int_sram_0/\\OR2_RD[29]\/Primitives,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vme_int_instance/int_sram_instance/int_sram_0/\\OR2_RD[2]\/Primitives,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vme_int_instance/int_sram_instance/int_sram_0/\\OR2_RD[30]\/Primitives,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vme_int_instance/int_sram_instance/int_sram_0/\\OR2_RD[31]\/Primitives,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vme_int_instance/int_sram_instance/int_sram_0/\\OR2_RD[32]\/Primitives,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vme_int_instance/int_sram_instance/int_sram_0/\\OR2_RD[3]\/Primitives,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vme_int_instance/int_sram_instance/int_sram_0/\\OR2_RD[4]\/Primitives,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vme_int_instance/int_sram_instance/int_sram_0/\\OR2_RD[5]\/Primitives,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vme_int_instance/int_sram_instance/int_sram_0/\\OR2_RD[6]\/Primitives,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vme_int_instance/int_sram_instance/int_sram_0/\\OR2_RD[7]\/Primitives,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vme_int_instance/int_sram_instance/int_sram_0/\\OR2_RD[8]\/Primitives,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vme_int_instance/int_sram_instance/int_sram_0/\\OR2_RD[9]\/Primitives,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vme_int_instance/local_bcid_instance/local_bcid_0/L1.fifo_corefifo_sync_scntr/Primitives,35,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vme_int_instance/local_bcid_instance/local_bcid_0/Primitives,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vme_int_instance/local_bcid_instance/local_bcid_0/RW1.UI_ram_wrapper_1/U5_syncnonpipe/Primitives,0,0,72,72,0,0,0,2,0,0,0,0,0,0,0,0,0,0
